WKT,nombre,descripción
"LINESTRING (-3.6748930000000004 40.162604 633.265, -3.6748910000000006 40.162606 633.268, -3.6749 40.162597 608.814, -3.674901 40.162591 589.308, -3.674907 40.162583 573.677, -3.67491 40.162576 561.197, -3.674915 40.162567 551.112, -3.6749230000000006 40.162556 543.114, -3.6749269999999994 40.162545 536.735, -3.6749290000000006 40.162525 527.519, -3.6749280000000004 40.162517 524.223, -3.6749280000000004 40.162496 518.023, -3.6749219999999996 40.162486 518.016, -3.674921 40.162475 516.876, -3.6749310000000004 40.162272 513.613, -3.6749580000000006 40.162121 515.008, -3.6749520000000007 40.162059 515.322, -3.6749539999999996 40.162031 515.572, -3.674947 40.16182800000001 516.737, -3.674981 40.1617 517.899, -3.675027 40.161503 518.91, -3.6750780000000005 40.161312 519.394, -3.675135 40.161125 519.858, -3.675111 40.16091 520.698, -3.6751100000000005 40.160896 520.779, -3.675057 40.160728 521.505, -3.675027 40.160603 522.125, -3.6749660000000004 40.16048 522.708, -3.6749400000000003 40.160445 523.178, -3.6749170000000007 40.160421 523.378, -3.6748949999999994 40.160393 523.513, -3.6747520000000002 40.16025 525.045, -3.6746969999999997 40.160207 525.936, -3.674612 40.160132 527.13, -3.674485 40.159991 528.494, -3.6743719999999995 40.159896 529.754, -3.6742440000000003 40.159781 531.386, -3.67421 40.159759 531.76, -3.674114 40.159671 532.926, -3.6739870000000003 40.159502 535.208, -3.6739009999999994 40.159404 536.559, -3.6738240000000006 40.159345 537.519, -3.673702 40.159218 539.684, -3.673556 40.159074 541.676, -3.6734459999999998 40.158970000000004 543.657, -3.6733490000000004 40.158877 544.741, -3.673196 40.158698 546.415, -3.673049 40.158526 547.895, -3.6729069999999995 40.158371 549.044, -3.672793 40.158204 549.705, -3.672673 40.158041 550.315, -3.672568 40.157936 550.808, -3.6724359999999994 40.15775 551.575, -3.672375 40.157669000000006 551.535, -3.6722819999999996 40.157504 551.48, -3.6722480000000006 40.157337 551.772, -3.672228 40.157277 551.783, -3.6722100000000006 40.157256 551.867, -3.6721530000000002 40.157157 552.311, -3.672047 40.156972 553.011, -3.671975 40.156826 553.581, -3.6719 40.156688 554.361, -3.671897 40.156645 554.317, -3.671821 40.156506 554.308, -3.671763 40.156355 553.989, -3.6716969999999995 40.15623 553.069, -3.6716509999999998 40.156162 552.514, -3.6716509999999998 40.156138 553.096, -3.6716319999999993 40.156139 554.337, -3.6715950000000004 40.156126 556.151, -3.6715690000000003 40.156145 557.475, -3.6716250000000006 40.156142 558.995, -3.6716040000000003 40.156124 559.092, -3.671534 40.156028 559.473, -3.6714520000000004 40.15589200000001 561.52, -3.671383 40.155733 564.508, -3.6713639999999996 40.155664 565.46, -3.671293 40.155466 565.79, -3.6712680000000004 40.155262 565.835, -3.6712650000000004 40.155248 565.917, -3.671237 40.155089 566.158, -3.6712350000000002 40.155062 566.122, -3.671216 40.155001 566.346, -3.671182 40.15479 567.036, -3.6711830000000005 40.154776 567.191, -3.671167 40.154692 567.581, -3.671114 40.154521 569.419, -3.671071 40.154362 572.108, -3.6710340000000006 40.154257 573.56, -3.67102 40.15418 574.62, -3.670997 40.154139 575.385, -3.670941 40.153962 577.257, -3.6710780000000005 40.153766 578.948, -3.671161 40.153735 579.212, -3.671246 40.153709 579.536, -3.671433 40.153672 580.676, -3.6716650000000004 40.153606 581.174, -3.6719189999999995 40.153549 581.756, -3.671962 40.153537 581.821, -3.672023 40.153535 581.808, -3.6722819999999996 40.153592 581.748, -3.6724039999999993 40.153739 582.388, -3.6724430000000003 40.153832 582.753, -3.672558 40.154033 583.415, -3.672591 40.15422 583.946, -3.6726620000000003 40.154413 582.71, -3.672752 40.154589 582.644, -3.6728369999999995 40.154749 583.154, -3.6728989999999997 40.154924 584.033, -3.672991 40.15494 585.023, -3.673015 40.154933 585.215, -3.6733530000000005 40.154842 587.508, -3.6736210000000002 40.15472 589.774, -3.6739070000000003 40.154534 592.884, -3.673874 40.154289 594.069, -3.6738620000000006 40.154024 595.751, -3.6738629999999994 40.153669 595.492, -3.6740130000000004 40.153566 595.376, -3.674385 40.15359500000001 597.29, -3.674511 40.15358 597.86, -3.6745570000000005 40.153579 598.047, -3.6746820000000002 40.153588 599.029, -3.674873 40.153616 600.921, -3.675038 40.153644 602.108, -3.675135 40.153681 603.255, -3.6751560000000003 40.153693 603.545, -3.675357 40.153768 605.46, -3.6755009999999997 40.153873 607.632, -3.6755529999999994 40.153972 608.923, -3.6755840000000006 40.154089 610.627, -3.675675 40.154267 613.731, -3.6758460000000004 40.154368 616.581, -3.676041 40.154351 617.639, -3.676161 40.154307 618.401, -3.6764 40.154108 619.821, -3.676438 40.153805 619.208, -3.676596 40.153583 619.584, -3.676705 40.15357 621.284, -3.6768490000000003 40.153603 624.329, -3.67702 40.153703 627.361, -3.6771350000000003 40.153845 630.042, -3.677158 40.15385 630.226, -3.6772749999999994 40.153852 630.78, -3.677575 40.153699 631.56, -3.677654 40.153655 632.541, -3.6778569999999995 40.153584 635.681, -3.677935 40.153576 637.709, -3.677947 40.153545 640.208, -3.6778520000000006 40.153442 640.625, -3.6777200000000003 40.153306 641.885, -3.677667 40.153111 642.33, -3.6777429999999995 40.152845 642.412, -3.6779949999999997 40.15264200000001 643.393, -3.678208 40.152564 643.747, -3.6782350000000004 40.152555 643.891, -3.6782929999999996 40.152539 644.061, -3.6785250000000005 40.152526 643.768, -3.678677 40.152538 643.642, -3.6787090000000005 40.152651 645.526, -3.6786259999999995 40.152726 648.608, -3.6785620000000003 40.152788 651.647, -3.6784950000000003 40.15281600000001 653.697, -3.67845 40.152881 656.722, -3.6784140000000005 40.152861 658.354, -3.678298 40.152918 716.145, -3.6782899999999996 40.15291 716.139, -3.678246 40.152937 687.553, -3.678246 40.152934 664.613, -3.67826 40.152935 646.222, -3.6782650000000006 40.152928 631.562, -3.6782670000000004 40.152928 619.808, -3.678268 40.152927 610.408, -3.6782670000000004 40.152926 602.823, -3.6782650000000006 40.152926 596.883, -3.6782590000000006 40.152929 592.018, -3.678257 40.152929 588.27, -3.678257 40.15293 585.281, -3.6782560000000006 40.152934 582.855, -3.6782549999999996 40.152936 575.899, -3.6782519999999996 40.152938 574.912, -3.678312 40.152896 575.432, -3.678325 40.152903 577.705, -3.67831 40.152914 579.908, -3.678358 40.152905000000004 580.852, -3.6784130000000004 40.152896 581.012, -3.6785069999999997 40.152726 577.577, -3.678496 40.152689 576.619, -3.678535 40.152539 573.49, -3.6785920000000005 40.152508 572.594, -3.678724 40.152488 571.388, -3.6790070000000004 40.152496 571.258, -3.6792120000000006 40.152396 571.549, -3.67923 40.152279 572.102, -3.679327 40.15207 573.622, -3.6795530000000003 40.15177 575.208, -3.67973 40.151563 576.095, -3.6798760000000006 40.151394 576.955, -3.680157 40.151162 579.08, -3.6803749999999997 40.150884 579.612, -3.680402 40.150849 579.713, -3.6804099999999997 40.150773 580.357, -3.680356 40.150654 580.781, -3.68025 40.150577 581.481, -3.680158 40.150541 582.627, -3.6797899999999997 40.150386 585.368, -3.679642 40.15029 586.514, -3.6795120000000003 40.150222 588.808, -3.6793930000000006 40.150132000000006 590.743, -3.679197 40.150005 592.183, -3.6790660000000006 40.149888 593.388, -3.6787639999999997 40.14965300000001 594.68, -3.678719 40.149385 594.731, -3.678793 40.149315 594.675, -3.6790360000000004 40.149203 594.879, -3.6793260000000005 40.149075 595.599, -3.67959 40.148888 596.245, -3.679788 40.148816 596.947, -3.680111 40.148816 598.111, -3.680412 40.148966 599.708, -3.680643 40.149084 602.745, -3.680769 40.149291 605.815, -3.6808700000000005 40.149434 608.47, -3.6810849999999995 40.149657 610.312, -3.681244 40.149802 610.753, -3.6813769999999995 40.149886 610.817, -3.681467 40.149959 610.851, -3.681513 40.150055 611.231, -3.68152 40.150131 611.649, -3.6814900000000006 40.150398 613.202, -3.6814160000000005 40.150646 613.122, -3.681277 40.150901 612.708, -3.6811210000000005 40.151086 613.885, -3.6809130000000003 40.151284 616.875, -3.6807150000000006 40.151482 618.98, -3.680581 40.15155 619.532, -3.680517 40.151641 621.993, -3.680529 40.151673 623.787, -3.6805010000000005 40.151856 625.031, -3.6806420000000006 40.151852 626.671, -3.6808230000000006 40.151913 627.399, -3.6810070000000006 40.151976 625.207, -3.68107 40.152051 623.027, -3.6811530000000006 40.152059 623.108, -3.6815259999999994 40.152088 624.24, -3.681645 40.151979 625.07, -3.681614 40.151773 626.115, -3.681546 40.151626 626.367, -3.6813900000000004 40.151463 626.268, -3.681356 40.15142900000001 626.412, -3.6812410000000004 40.151315 626.226, -3.6811260000000003 40.151199 626.466, -3.6812000000000005 40.151117 625.845, -3.6813799999999994 40.151076 625.047, -3.6814920000000004 40.151088 624.811, -3.681783 40.151227 624.408, -3.68209 40.151325 623.555, -3.682242 40.151374 622.885, -3.6823329999999994 40.151454 621.95, -3.682505 40.151504 620.782, -3.6826320000000003 40.151636 619.473, -3.682715 40.151764 618.087, -3.682755 40.151998 616.891, -3.682748 40.152113 616.331, -3.6828419999999995 40.152266 614.593, -3.6828719999999997 40.152305 613.765, -3.6829149999999995 40.152369 611.321, -3.6828920000000003 40.152473 609.808, -3.6828600000000002 40.152519 609.27, -3.6827760000000005 40.152633 607.85, -3.682736 40.152788 605.745, -3.6827030000000005 40.152924 603.727, -3.682526 40.153115 603.268, -3.6824430000000006 40.153161 603.852, -3.68206 40.153201 604.986, -3.6816850000000003 40.153207 606.986, -3.681391 40.153191 606.935, -3.6812050000000003 40.153239 606.286, -3.680882 40.153339 605.814, -3.6808249999999996 40.153366 605.708, -3.6805770000000004 40.153553 606.234, -3.680286 40.153665 607.774, -3.6800600000000006 40.153624 610.739, -3.679858 40.15359500000001 611.221, -3.6797629999999995 40.153712 608.392, -3.6797670000000005 40.153779 607.816, -3.67982 40.154003 606.31, -3.679854 40.15405 606.06, -3.680108 40.154218 604.864, -3.680327 40.154404 603.106, -3.680552 40.154559 602.116, -3.6807630000000002 40.154776 600.908, -3.680806 40.15480800000001 600.857, -3.680987 40.15493 600.277, -3.681215 40.155086 599.462, -3.681329 40.155161 599.794, -3.6814980000000004 40.155237 599.525, -3.681681 40.155312 598.559, -3.681692 40.15532 598.553, -3.681642 40.155473 597.683, -3.6815710000000004 40.155522 597.755, -3.6815350000000002 40.155532 597.807, -3.681257 40.155522 598.917, -3.681174 40.155526 598.808, -3.681146 40.155523 598.856, -3.68102 40.155642 597.976, -3.6808 40.15584 597.881, -3.6806420000000006 40.155974 598.633, -3.680561 40.156094 601.174, -3.680382 40.156188 604.288, -3.6801270000000006 40.156262 604.512, -3.6799130000000004 40.156454 602.362, -3.6796880000000005 40.156608 601.591, -3.679719 40.156774 600.481, -3.6797629999999995 40.156807 599.919, -3.6799540000000004 40.156859 598.208, -3.68016 40.156958 597.01, -3.680426 40.157152 596.08, -3.680452 40.157335 595.265, -3.6804610000000006 40.157369 595.037, -3.6805239999999997 40.157605 594.198, -3.6805360000000005 40.157744 594.012, -3.6805340000000006 40.15775500000001 594.096, -3.680432 40.157883 593.916, -3.680294 40.15813 593.262, -3.6802399999999995 40.158195 593.183, -3.6800190000000006 40.158272 593.811, -3.679935 40.158272 594.108, -3.67968 40.158261 595.467, -3.679555 40.15823100000001 596.057, -3.6793310000000004 40.158152 597.362, -3.679178 40.158093 598.834, -3.678874 40.157945 601.395, -3.678723 40.157849 603.929, -3.6784510000000004 40.157899 603.813, -3.678394 40.158024 602.373, -3.678436 40.158137 601.417, -3.6784630000000003 40.158211 601.087, -3.678508 40.158461 599.615, -3.678564 40.1587 598.508, -3.678549 40.158856 598.512, -3.6784339999999998 40.158886 598.512, -3.6781540000000006 40.158807 600.147, -3.677909 40.158633 601.949, -3.677699 40.158445 604.99, -3.677543 40.158266 607.944, -3.67738 40.158147 610.298, -3.6772740000000006 40.158138 611.188, -3.6770100000000006 40.158099 612.794, -3.676777 40.157997 614.157, -3.6763990000000004 40.157924 615.922, -3.6761150000000002 40.157952 617.408, -3.675785 40.157936 618.22, -3.6754780000000005 40.157893 619.46, -3.6752579999999995 40.157904 618.775, -3.674901 40.157924 617.117, -3.674675 40.157892 616.498, -3.6743790000000005 40.15783900000001 615.752, -3.674128 40.157732 616.286, -3.674096 40.157708 616.346, -3.6739000000000006 40.157525 617.888, -3.673839 40.157336 617.124, -3.673766 40.157159 617.126, -3.6737089999999997 40.157015 617.308, -3.6736420000000005 40.156838 618.339, -3.67362 40.156741 618.719, -3.6735329999999995 40.15653 619.334, -3.6734919999999995 40.156456000000006 619.236, -3.67347 40.156415 619.157, -3.673468 40.156392 619.191, -3.6734340000000003 40.156317 619.155, -3.673404 40.15623800000001 618.925, -3.6733820000000006 40.156181 618.873, -3.673362 40.156125 618.785, -3.6733490000000004 40.156057 618.213, -3.6733049999999996 40.155863 617.108, -3.6732680000000006 40.15571700000001 616.868, -3.673245 40.155663 616.958, -3.673219 40.155582 617.063, -3.673217 40.155562 617.245, -3.6731380000000002 40.155433 618.796, -3.673107 40.155332 620.04, -3.673108 40.155302 620.444, -3.67308 40.155251 621.194, -3.6730280000000004 40.15518 622.136, -3.672974 40.155002 622.717, -3.672885 40.154838 622.018, -3.6728290000000006 40.154644 621.908, -3.6727680000000005 40.154422000000004 621.824, -3.6727620000000005 40.154413 621.834, -3.6727060000000002 40.154302 622.289, -3.672635 40.154168 623.551, -3.6725739999999996 40.15402900000001 625.052, -3.672521 40.153858 625.626, -3.672491 40.153709 625.61, -3.6724739999999994 40.153665 625.83, -3.672319 40.153533 626.239, -3.6721510000000004 40.153498 626.901, -3.6720299999999995 40.153491 627.721, -3.671921 40.153515 628.108, -3.671897 40.153521 628.284, -3.6716939999999996 40.153565 628.454, -3.6714410000000006 40.15361 628.819, -3.67124 40.153667 629.191, -3.671093 40.153755 629.462, -3.6710659999999997 40.153971 629.546, -3.6711160000000005 40.154181 628.34, -3.671167 40.154331 627.24, -3.671178 40.154361 627.098, -3.6711920000000005 40.154415 626.415, -3.671219 40.15452 625.426, -3.6712579999999995 40.154673 623.808, -3.6712980000000006 40.15486 622.85, -3.671313 40.155031 623.08, -3.671313 40.155219 623.085, -3.67135 40.155460000000005 623.897, -3.671391 40.155651 624.918, -3.6714550000000004 40.15582 625.012, -3.6715449999999996 40.155997 622.256, -3.671579 40.156052 621.266, -3.671688 40.156227 620.543, -3.671737 40.156292 621.064, -3.671833 40.15643 622.71, -3.671932 40.156637 625.208, -3.6720269999999995 40.156794 626.285, -3.6720539999999997 40.156836 626.455, -3.672129 40.156991 626.46, -3.672201 40.157107 626.782, -3.6723150000000007 40.15736 627.423, -3.672383 40.15753900000001 627.957, -3.6724389999999993 40.157642 628.661, -3.6725480000000004 40.157795 629.691, -3.672562 40.157814 629.613, -3.672582 40.157832 629.643, -3.672707 40.157958 630.207, -3.672793 40.158092 630.508, -3.6729339999999997 40.158256 631.112, -3.6729449999999995 40.158264 631.142, -3.673071 40.158432 631.377, -3.673112 40.158481 631.449, -3.6732500000000003 40.158647 631.51, -3.673375 40.158814 631.224, -3.673512 40.158964 630.728, -3.673657 40.159126 630.018, -3.6737759999999997 40.159245 629.293, -3.673915 40.15940200000001 627.865, -3.674056 40.15952 626.621, -3.6742330000000005 40.159703 625.608, -3.6743670000000006 40.159815 625.03, -3.6745209999999995 40.159966000000004 624.41, -3.674681 40.160108 623.885, -3.674801 40.160204 623.317, -3.674915 40.160305 622.658, -3.6750299999999996 40.160439 622.032, -3.675093 40.160598 621.636, -3.675149 40.160729 621.626, -3.6751759999999996 40.160927 621.713, -3.675167 40.161145 622.243, -3.675073 40.161403 622.507, -3.6750420000000004 40.161561 623.108, -3.6749960000000006 40.161734 623.872, -3.6749640000000006 40.161981 623.252, -3.6749750000000003 40.162012 623.147, -3.674977 40.162061 623.119, -3.6749919999999996 40.162093 623.19, -3.675032 40.162134 623.774, -3.675019 40.16216 623.778, -3.6749750000000003 40.162372 623.538, -3.6749569999999996 40.162559 622.585, -3.6749189999999996 40.162591 622.589, -3.674906 40.162589 623.117, -3.674911 40.162595 742.608)",0927F Subida al Cerro Espartinas (Cerros de Espartinas o Cer...,Estadísticas calculadas a partir de los datos importados

martes, 15 de diciembre de 2015, 9:00 CET
Distancia: 7,3 km
Duración: 1 horas, 52 minutos y 12 segundos
Velocidad media: 3,9 km/h
Elevación mínima: 515 m
Elevación máxima: 663 m
Ascenso total: 287 m
Descenso total: 184 m
